date,sh_index_000001,csi300_fund_050002,bond_pure_000015,dividend_100032,money_market_000198,gold_000216,nasdaq_000834,proxy_bond_qdii,proxy_quant_a,proxy_oil,proxy_global_tech
2019-12-16,2984.393,1.531,1.221,1.134,1.1252463136701123,1.2214,2.113,1.1532,1.0582,1.1614,0.789426523297491
2019-12-17,3022.422,1.5482,1.221,1.142,1.1253073641847446,1.2202,2.116,1.1546,1.0698,1.1717,0.7934587813620071
2019-12-18,3017.044,1.5429,1.221,1.139,1.1253684180116876,1.222,2.117,1.1554,1.0702,1.1742,0.7939068100358422
2019-12-19,3017.066,1.5401,1.221,1.141,1.1254294751511211,1.2195,2.133,1.1549,1.075,1.1815,0.7943548387096773
2019-12-20,3004.938,1.5365,1.222,1.136,1.1254905356032245,1.2242,2.141,1.1543,1.0711,1.1713,0.7952508960573476
2019-12-23,2962.751,1.5172,1.222,1.123,1.1256737368373528,1.2286,2.149,1.1566,1.0562,1.1778,0.797043010752688
2019-12-24,2982.681,1.5265,1.222,1.129,1.125734810541934,1.232,2.149,1.1575,1.0666,1.1831,0.7983870967741935
2019-12-25,2981.881,1.5263,1.223,1.128,1.125795887560084,1.238,2.149,1.1575,1.0651,1.1822,0.7979390681003583
2019-12-26,3007.355,1.5368,1.223,1.14,1.1258569678919825,1.2423,2.158,1.1575,1.0747,1.1825,0.8006272401433691
2019-12-27,3005.036,1.5356,1.223,1.139,1.1259180515378095,1.245,2.159,1.156,1.0704,1.196,0.8024193548387095
2019-12-30,3040.024,1.5577,1.224,1.153,1.1261013223606586,1.2449,2.142,1.1562,1.0838,1.1884,0.7983870967741935
2019-12-31,3050.124,1.5631,1.224,1.16,1.1261624192639972,1.2466,2.146,1.1576,1.0916,1.1807,0.7992831541218637
2020-01-02,3085.198,1.5831,1.224,1.175,1.1262846230153367,1.2499,2.175,1.1568,1.1091,1.1781,0.8176523297491038
2020-01-03,3083.786,1.58,1.225,1.173,1.1263457298636972,1.269,2.158,1.1573,1.1088,1.2134,0.814516129032258
2020-01-06,3083.408,1.5741,1.225,1.169,1.1265290703017006,1.2957,2.172,1.1574,1.1116,1.2196,0.8189964157706092
2020-01-07,3104.802,1.5873,1.226,1.179,1.1265901904126085,1.2848,2.17,1.161,1.1264,1.2109,0.825268817204301
2020-01-08,3066.893,1.568,1.226,1.165,1.126651313839603,1.3041,2.178,1.157,1.1113,1.1763,0.825268817204301
2020-01-09,3094.882,1.588,1.226,1.178,1.1267124405828641,1.2656,2.198,1.1588,1.1283,1.1624,0.8369175627240143
2020-01-10,3092.291,1.5735,1.227,1.174,1.1267735706425717,1.2682,2.188,1.1582,1.1316,1.1585,0.8346774193548386
2020-01-13,3115.57,1.5881,1.227,1.183,1.1269569807221724,1.2646,2.209,1.1623,1.1445,1.1417,0.8476702508960572
2020-01-14,3106.82,1.5826,1.227,1.185,1.1270181240494652,1.2542,2.19,1.1589,1.1465,1.1419,0.8422939068100357
2020-01-15,3090.038,1.5759,1.227,1.178,1.1270792706941042,1.2616,2.187,1.1566,1.1412,1.1302,0.8449820788530464
2020-01-16,3074.081,1.5692,1.227,1.174,1.1271404206562692,1.2635,2.206,1.1576,1.1366,1.1415,0.8525985663082436
2020-01-17,3075.496,1.5706,1.228,1.175,1.1272015739361405,1.261,2.22,1.1608,1.1338,1.1438,0.8543906810035842
2020-01-20,3095.787,1.582,1.228,1.178,1.127385053683792,1.2626,2.22,1.1608,1.1425,1.1428,0.8557347670250894
2020-01-21,3052.142,1.5567,1.229,1.158,1.127446220236288,1.2735,2.209,1.1537,1.1301,1.1343,0.8472222222222221
2020-01-22,3060.755,1.564,1.229,1.161,1.1275073901073907,1.2649,2.222,1.1574,1.1315,1.115,0.8557347670250894
2020-01-23,2976.528,1.5187,1.23,1.131,1.1275685632972796,1.272,2.229,1.156,1.0957,1.0911,0.8445340501792113
2020-02-03,2746.606,1.4078,1.235,1.036,1.1282416874774615,1.3023,2.221,1.1572,1.0118,0.9975,0.8261648745519713
2020-02-04,2783.288,1.4433,1.234,1.054,1.1283029005068341,1.2948,2.274,1.1664,1.0212,1.0031,0.8566308243727597
2020-02-05,2818.088,1.4574,1.234,1.067,1.1283641168573348,1.2857,2.28,1.1676,1.0445,1.0204,0.853942652329749
2020-02-06,2866.51,1.4828,1.235,1.08,1.1284253365291437,1.2773,2.303,1.1711,1.0717,1.0186,0.8691756272401433
2020-02-07,2875.964,1.4808,1.235,1.08,1.1284865595224407,1.286,2.287,1.1677,1.0776,1.012,0.8655913978494623
2020-02-10,2890.488,1.4864,1.236,1.096,1.1286702484330637,1.2905,2.315,1.1703,1.0885,1.0009,0.8723118279569891
2020-02-11,2901.674,1.4993,1.236,1.1,1.1287314847141163,1.2884,2.316,1.1712,1.0872,1.0052,0.8758960573476702
2020-02-12,2926.899,1.5092,1.237,1.105,1.1287927243175582,1.2828,2.332,1.1692,1.1026,1.021,0.8830645161290323
2020-02-13,2906.074,1.5004,1.237,1.099,1.1288539672435698,1.292,2.33,1.1702,1.0901,1.0244,0.882168458781362
2020-02-14,2917.008,1.5095,1.237,1.106,1.1289152134923313,1.2934,2.338,1.1717,1.0919,1.0329,0.8835125448028672
2020-02-17,2983.622,1.5417,1.238,1.129,1.1290989721769187,1.2988,2.338,1.1717,1.1217,1.0341,0.8870967741935483
2020-02-18,2984.972,1.5332,1.238,1.131,1.129160231718483,1.3058,2.339,1.1732,1.1322,1.0317,0.8830645161290323
2020-02-19,2975.402,1.5321,1.238,1.126,1.1292214945836987,1.3197,2.364,1.1766,1.1229,1.0551,0.8951612903225805
2020-02-20,3030.154,1.5649,1.239,1.141,1.1292827607727463,1.3243,2.344,1.1765,1.1418,1.0626,0.8920250896057347
2020-02-21,3039.669,1.5682,1.239,1.145,1.1293440302858058,1.3506,2.309,1.1791,1.151,1.0505,0.8817204301075268
2020-02-24,3031.233,1.5621,1.24,1.138,1.1295278587708608,1.376,2.227,1.1795,1.1666,1.0215,0.8611111111111109
2020-02-25,3013.05,1.5571,1.24,1.127,1.1295891415817725,1.3515,2.167,1.1795,1.1678,1.0002,0.8543906810035842
2020-02-26,2987.929,1.5401,1.24,1.127,1.129650427717598,1.3581,2.174,1.1772,1.1499,0.9826,0.8503584229390679
2020-02-27,2991.329,1.547,1.241,1.129,1.1297117171785178,1.3564,2.074,1.1774,1.1563,0.9418,0.8337813620071683
2020-02-28,2880.304,1.4963,1.242,0.984,1.1297730099647125,1.3357,2.072,1.1745,1.0974,0.9108,0.8279569892473118
2020-03-02,2970.931,1.5417,1.242,1.021,1.1299569082767489,1.3119,2.166,1.1712,1.1443,0.9378,0.8499103942652328
2020-03-03,2992.897,1.5496,1.242,1.022,1.1300182143658466,1.3099,2.089,1.1682,1.1562,0.9407,0.8351254480286738
2020-03-04,3011.666,1.5579,1.243,1.036,1.1300795237811212,1.3333,2.171,1.1681,1.1669,0.9427,0.8534946236559139
2020-03-05,3071.677,1.5908,1.243,1.049,1.1301408365227532,1.3385,2.102,1.1673,1.1875,0.927,0.8485663082437275
2020-03-06,3034.511,1.5656,1.244,1.036,1.130202152590923,1.36,2.068,1.1665,1.1793,0.8654,0.8293010752688171
2020-03-09,2943.291,1.5143,1.246,1.004,1.1303861207564643,1.3639,1.932,1.1638,1.1367,0.7162,0.7876344086021505
2020-03-10,2996.762,1.545,1.245,1.02,1.1304474501325903,1.3413,2.034,1.1653,1.1608,0.731,0.8176523297491038
2020-03-11,2968.517,1.525,1.245,1.01,1.1305087828361569,1.3509,1.955,1.1685,1.1456,0.7246,0.7961469534050178
2020-03-12,2923.486,1.4967,1.245,0.994,1.130570118867344,1.3389,1.785,1.1652,1.1211,0.7004,0.746863799283154
2020-03-13,2887.427,1.4761,1.244,0.982,1.1306314582263328,1.3007,1.963,1.1654,1.1105,0.717,0.7844982078853046
2020-03-16,2789.254,1.417,1.245,0.953,1.1308154962719128,1.2615,1.727,1.1568,1.0613,0.6622,0.7177419354838709
2020-03-17,2779.641,1.4104,1.244,0.951,1.1308768489439127,1.211,1.835,1.1495,1.0634,0.6435,0.7459677419354838
2020-03-18,2728.756,1.3842,1.244,0.937,1.1309382049446168,1.2384,1.771,1.1451,1.0507,0.5659,0.7172939068100358
2020-03-19,2702.13,1.3657,1.244,0.928,1.130999564274206,1.2299,1.802,1.1397,1.0584,0.5826,0.7240143369175627
2020-03-20,2745.618,1.3893,1.244,0.941,1.1310609269328604,1.2431,1.747,1.1469,1.075,0.5818,0.7293906810035841
2020-03-23,2660.167,1.3478,1.246,0.915,1.1312450348850231,1.2409,1.747,1.1403,1.0312,0.5518,0.7208781362007167
2020-03-24,2722.438,1.3821,1.246,0.936,1.1313064108617457,1.3035,1.873,1.1405,1.0557,0.5771,0.7652329749103942
2020-03-25,2781.591,1.4184,1.247,0.955,1.1313677901684371,1.3283,1.847,1.1435,1.082,0.5857,0.7715053763440859
2020-03-26,2764.911,1.4099,1.247,0.947,1.1314291728052779,1.3248,1.939,1.144,1.0681,0.5686,0.789426523297491
2020-03-27,2772.203,1.4148,1.248,0.953,1.1314905587724484,1.3376,1.867,1.1415,1.071,0.54,0.7652329749103942
2020-03-30,2747.214,1.4037,1.248,0.945,1.1316747366577475,1.332,1.929,1.1358,1.0517,0.5183,0.7768817204301074
2020-03-31,2750.296,1.4072,1.249,0.943,1.1317361359480453,1.3328,1.923,1.1414,1.0524,0.5241,0.7844982078853046
2020-04-01,2734.522,1.404,1.25,0.938,1.1317975385695767,1.3165,1.846,1.1415,1.0465,0.5142,0.7656810035842293
2020-04-02,2780.638,1.4245,1.25,0.95,1.1318589445225222,1.3183,1.886,1.1443,1.0686,0.5723,0.7741935483870966
2020-04-03,2763.987,1.4175,1.25,0.945,1.1319203538070628,1.3263,1.865,1.1463,1.0603,0.6307,0.7656810035842293
2020-04-07,2820.763,1.4471,1.253,0.962,1.1321660242647906,1.3582,1.975,1.1475,1.0927,0.6183,0.7997311827956988
2020-04-08,2815.369,1.4412,1.255,0.96,1.132227450210018,1.354,2.004,1.1419,1.0973,0.6095,0.7979390681003583
2020-04-09,2825.904,1.4455,1.255,0.962,1.1322888794879251,1.3544,2.008,1.1443,1.1082,0.6052,0.8015232974910393
2020-04-10,2796.631,1.4377,1.255,0.953,1.1323503120986926,1.3615,2.008,1.1443,1.0886,0.5991,0.7988351254480286
2020-04-13,2783.048,1.4317,1.256,0.951,1.1325346299299668,1.3607,2.023,1.1443,1.0812,0.5986,0.8024193548387095
2020-04-14,2827.283,1.4554,1.256,0.963,1.1325960758739848,1.3788,2.108,1.1484,1.1035,0.5735,0.8248207885304658
2020-04-15,2811.174,1.4449,1.256,0.958,1.1326575251517677,1.369,2.086,1.1494,1.0997,0.5412,0.8203405017921146
2020-04-16,2819.935,1.4467,1.257,0.956,1.132718977763496,1.3832,2.132,1.1527,1.1069,0.5334,0.8369175627240143
2020-04-17,2838.495,1.4604,1.257,0.958,1.132780433709351,1.3543,2.149,1.1517,1.111,0.5302,0.8418458781362006
2020-04-20,2852.553,1.4657,1.257,0.964,1.1329648215534838,1.3543,2.122,1.1531,1.1312,0.4914,0.8400537634408601
2020-04-21,2827.013,1.4498,1.258,0.958,1.1330262908376538,1.3699,2.052,1.151,1.132,0.4029,0.82168458781362
2020-04-22,2843.98,1.4614,1.258,0.962,1.133087763456855,1.3658,2.115,1.1545,1.1459,0.369,0.8418458781362006
2020-04-23,2838.499,1.4578,1.259,0.96,1.133149239411268,1.3855,2.109,1.1557,1.1447,0.3844,0.8364695340501791
2020-04-24,2808.529,1.447,1.26,0.954,1.1332107187010743,1.394,2.141,1.1548,1.1297,0.3722,0.8369175627240143
2020-04-27,2815.495,1.4577,1.26,0.959,1.1333951765846602,1.3915,2.15,1.155,1.1335,0.3341,0.8485663082437275
2020-04-28,2810.024,1.467,1.26,0.954,1.133456669217848,1.3789,2.114,1.1572,1.1186,0.3305,0.8418458781362006
2020-04-29,2822.442,1.4743,1.26,0.962,1.1335181651873336,1.3827,2.184,1.1579,1.114,0.3456,0.8624551971326164
2020-04-30,2860.082,1.4899,1.26,0.972,1.1335796644932983,1.3927,2.184,1.1579,1.1273,0.3717,0.860663082437276
2020-05-06,2878.14,1.4963,1.26,0.973,1.1339487304052804,1.3906,2.183,1.1549,1.1457,0.408,0.8620071684587812
2020-05-07,2871.523,1.4932,1.259,0.974,1.1340102530716665,1.3888,2.218,1.1613,1.1446,0.4169,0.8741039426523297
2020-05-08,2895.344,1.5073,1.259,0.982,1.1340717790759798,1.402,2.242,1.1639,1.1575,0.4241,0.8893369175627239
2020-05-11,2894.802,1.5051,1.258,0.983,1.134256377118295,1.3942,2.259,1.1661,1.1583,0.4131,0.8951612903225805
2020-05-12,2891.556,1.5054,1.258,0.98,1.134317916476129,1.393,2.22,1.1691,1.1597,0.4105,0.8915770609318996
2020-05-13,2898.05,1.5079,1.258,0.983,1.1343794591727958,1.3934,2.192,1.1682,1.1685,0.4067,0.8893369175627239
2020-05-14,2870.342,1.4923,1.258,0.972,1.1344410052084766,1.402,2.217,1.1696,1.156,0.4152,0.8978494623655913
2020-05-15,2868.459,1.4878,1.259,0.968,1.134502554583353,1.4212,2.229,1.1696,1.1564,0.4357,0.900537634408602
2020-05-18,2875.418,1.492,1.258,0.971,1.1346872227449647,1.4552,2.276,1.1695,1.1585,0.4722,0.9180107526881719
2020-05-19,2898.576,1.5037,1.258,0.975,1.1347487854784335,1.4352,2.264,1.1699,1.1734,0.4691,0.9242831541218638
2020-05-20,2883.738,1.4952,1.258,0.969,1.1348103515520038,1.4503,2.311,1.1725,1.1626,0.4827,0.9287634408602149
2020-05-21,2867.924,1.4882,1.258,0.964,1.1348719209658564,1.4339,2.283,1.1724,1.1547,0.4936,0.9175627240143368
2020-05-22,2813.765,1.4558,1.259,0.95,1.1349334937201725,1.4331,2.294,1.1692,1.1406,0.4791,0.9054659498207884
2020-05-25,2817.97,1.4589,1.258,0.955,1.1351182320277156,1.431,2.294,1.1692,1.1434,0.4836,0.9121863799283153
2020-05-26,2846.547,1.474,1.257,0.962,1.135179818145699,1.4374,2.3,1.175,1.1696,0.4932,0.9215949820788529
2020-05-27,2836.804,1.4641,1.256,0.965,1.135241407605052,1.4259,2.305,1.1702,1.1657,0.481,0.911290322580645
2020-05-28,2846.222,1.4691,1.256,0.965,1.1353030004059566,1.4339,2.306,1.1723,1.1578,0.4792,0.9094982078853044
2020-05-29,2852.351,1.4716,1.256,0.961,1.1353645965485935,1.4328,2.34,1.174,1.1679,0.4913,0.9314516129032258
2020-06-01,2915.431,1.5078,1.256,0.978,1.1355494050287125,1.4474,2.349,1.1753,1.2019,0.5052,0.9471326164874551
2020-06-02,2921.398,1.5152,1.253,0.981,1.1356110145400926,1.4433,2.358,1.1768,1.2068,0.5193,0.9493727598566308
2020-06-03,2923.371,1.5159,1.251,0.98,1.135672627394112,1.4304,2.366,1.1766,1.2067,0.5248,0.9578853046594981
2020-06-04,2919.251,1.5146,1.249,0.981,1.1357342435909519,1.4179,2.347,1.175,1.2088,0.5233,0.9525089605734766
2020-06-05,2930.799,1.5206,1.247,0.979,1.1357958631307934,1.4181,2.392,1.1776,1.207,0.5498,0.964605734767025
2020-06-08,2937.771,1.5285,1.247,0.981,1.1359807418101435,1.4042,2.407,1.1814,1.2121,0.5427,0.9619175627240142
2020-06-09,2956.112,1.5375,1.248,0.984,1.1360423747238066,1.4057,2.416,1.1772,1.2221,0.5372,0.96505376344086
2020-06-10,2943.753,1.5363,1.248,0.98,1.1361040109813785,1.4213,2.445,1.179,1.2261,0.5393,0.9816308243727597
2020-06-11,2920.897,1.5215,1.249,0.973,1.1361656505830404,1.4321,2.323,1.1773,1.2206,0.5126,0.9538530465949819
2020-06-12,2919.741,1.5251,1.25,0.972,1.1362272935289743,1.4297,2.348,1.1799,1.2258,0.5114,0.9637096774193546
2020-06-15,2890.031,1.5083,1.25,0.965,1.1364122424342205,1.4208,2.377,1.1788,1.2342,0.5142,0.9713261648745519
2020-06-16,2931.749,1.5294,1.249,0.98,1.1364738987590557,1.4238,2.413,1.1791,1.2586,0.5307,0.9879032258064515
2020-06-17,2935.873,1.5317,1.249,0.982,1.1365355584290697,1.4271,2.424,1.1808,1.2701,0.5316,1.0017921146953406
2020-06-18,2939.315,1.5421,1.249,0.989,1.1365972214444444,1.4249,2.432,1.1829,1.2648,0.5396,1.007168458781362
2020-06-19,2967.634,1.5627,1.249,0.991,1.1366588878053612,1.4277,2.431,1.1842,1.269,0.5514,1.0125448028673834
2020-06-22,2965.272,1.5642,1.248,0.985,1.1368439069631786,1.4396,2.459,1.184,1.2741,0.5567,1.0165770609318996
2020-06-23,2970.62,1.5719,1.247,0.983,1.1369055867080786,1.4419,2.471,1.1835,1.273,0.5604,1.0300179211469533
2020-06-24,2979.551,1.5822,1.248,0.986,1.1369672697994282,1.4507,2.418,1.1825,1.2697,0.5333,1.0165770609318996
2020-06-29,2961.516,1.5719,1.249,0.981,1.1372757354592768,1.4513,2.416,1.1861,1.2733,0.5405,1.011200716845878
2020-06-30,2984.674,1.591,1.25,0.99,1.1373374386331379,1.4534,2.462,1.1853,1.2948,0.544,1.0295698924731183
2020-07-01,3025.981,1.6216,1.25,1.009,1.1373991451547196,1.4642,2.489,1.1853,1.2974,0.5481,1.0389784946236558
2020-07-02,3090.569,1.6531,1.25,1.032,1.1374608550242038,1.4475,2.499,1.1841,1.3169,0.5532,1.0537634408602148
2020-07-03,3152.813,1.684,1.249,1.044,1.1375225682417722,1.4524,2.499,1.1841,1.3269,0.555,1.0586917562724014
2020-07-06,3332.881,1.7744,1.246,1.096,1.1377077279847982,1.4503,2.565,1.1936,1.3779,0.5615,1.0824372759856629
2020-07-07,3345.337,1.7858,1.245,1.094,1.1377694545965196,1.452,2.533,1.189,1.3925,0.556,1.075716845878136
2020-07-08,3403.44,1.8143,1.243,1.106,1.1378311845572333,1.4589,2.563,1.1886,1.42,0.557,1.103942652329749
2020-07-09,3450.594,1.8415,1.24,1.118,1.1378929178671213,1.4684,2.58,1.1914,1.4587,0.5478,1.1227598566308241
2020-07-10,3383.322,1.8106,1.241,1.095,1.137954654526365,1.4603,2.594,1.1864,1.4474,0.5507,1.1164874551971324
2020-07-13,3443.286,1.8466,1.239,1.123,1.138139884602049,1.4652,2.539,1.1878,1.5152,0.5508,1.096326164874552
2020-07-14,3414.619,1.8313,1.24,1.117,1.1382016346605335,1.4623,2.56,1.1861,1.5201,0.5519,1.0931899641577059
2020-07-15,3361.304,1.8128,1.241,1.099,1.1382633880692825,1.4627,2.562,1.1904,1.4838,0.5583,1.0981182795698925
2020-07-16,3210.099,1.7331,1.241,1.065,1.138325144828478,1.4604,2.54,1.1886,1.4073,0.5577,1.064068100358423
2020-07-17,3214.129,1.7465,1.242,1.072,1.1383869049383015,1.4516,2.551,1.1911,1.4284,0.5554,1.075268817204301
2020-07-20,3314.149,1.798,1.243,1.117,1.138572205373359,1.4561,2.62,1.1914,1.4753,0.5545,1.100806451612903
2020-07-21,3320.895,1.8015,1.245,1.113,1.1386339788875128,1.4665,2.59,1.1917,1.4869,0.5675,1.107974910394265
2020-07-22,3333.164,1.8097,1.246,1.113,1.138695755753204,1.4985,2.592,1.1883,1.4972,0.5634,1.1017025089605734
2020-07-23,3325.11,1.8094,1.246,1.103,1.1387575359706141,1.5065,2.533,1.1923,1.5075,0.5638,1.093637992831541
2020-07-24,3196.768,1.7336,1.247,1.064,1.138819319539925,1.5252,2.511,1.1902,1.4428,0.5599,1.0770609318996414
2020-07-27,3205.227,1.7402,1.248,1.061,1.1390046903610818,1.5575,2.56,1.1941,1.4454,0.5602,1.096774193548387
2020-07-28,3227.96,1.7553,1.248,1.07,1.1390664873398146,1.5532,2.522,1.1929,1.4668,0.5603,1.0913978494623655
2020-07-29,3294.552,1.7934,1.247,1.089,1.139128287671358,1.5588,2.556,1.1955,1.5102,0.5646,1.111559139784946
2020-07-30,3286.822,1.784,1.247,1.089,1.1391900913558934,1.5417,2.567,1.1932,1.5233,0.5535,1.113799283154122
2020-07-31,3310.007,1.7978,1.247,1.098,1.1392518983936029,1.5649,2.609,1.1966,1.5428,0.5525,1.1267921146953404
2020-08-03,3367.966,1.8237,1.247,1.118,1.139437339627595,1.5611,2.65,1.1982,1.5809,0.561,1.1518817204301075
2020-08-04,3371.688,1.8273,1.247,1.12,1.1394991600798199,1.5625,2.653,1.1966,1.5654,0.5649,1.1568100358422937
2020-08-05,3377.565,1.8267,1.247,1.12,1.139560983886129,1.6032,2.657,1.2021,1.5913,0.5775,1.1706989247311828
2020-08-06,3386.463,1.8222,1.247,1.122,1.1396228110467035,1.6162,2.68,1.1974,1.5848,0.5728,1.1733870967741935
2020-08-07,3354.035,1.8021,1.248,1.113,1.1396846415617259,1.6276,2.648,1.1953,1.5588,0.5656,1.1420250896057347
2020-08-10,3379.252,1.8094,1.248,1.13,1.1398701532352995,1.613,2.645,1.1983,1.5684,0.5708,1.125448028673835
2020-08-11,3340.29,1.7941,1.248,1.12,1.1399319971699329,1.5816,2.598,1.2034,1.5413,0.5708,1.114695340501792
2020-08-12,3319.266,1.7816,1.248,1.112,1.1399938444599242,1.486,2.659,1.2021,1.5273,0.5755,1.125448028673835
2020-08-13,3320.726,1.7779,1.249,1.114,1.1400556951054555,1.5057,2.658,1.2002,1.541,0.5736,1.1232078853046594
2020-08-14,3360.099,1.8045,1.249,1.123,1.1401175491067086,1.5194,2.654,1.1989,1.5458,0.5709,1.1191756272401434
2020-08-17,3438.801,1.8449,1.25,1.146,1.1403031312466203,1.5344,2.681,1.2012,1.5761,0.5756,1.1388888888888886
2020-08-18,3451.089,1.8442,1.25,1.149,1.140364998672582,1.5679,2.706,1.2028,1.5896,0.5753,1.154569892473118
2020-08-19,3408.129,1.8167,1.25,1.139,1.1404268694551758,1.5474,2.682,1.2024,1.5637,0.5742,1.1415770609318996
2020-08-20,3363.899,1.7987,1.25,1.129,1.1404887435945843,1.5166,2.723,1.2024,1.5509,0.5718,1.150537634408602
2020-08-21,3380.683,1.8144,1.25,1.131,1.1405506210909895,1.5139,2.735,1.2015,1.566,0.5639,1.1527777777777777
2020-08-24,3385.638,1.8296,1.25,1.137,1.1407362737240057,1.5151,2.754,1.2039,1.5912,0.5705,1.1706989247311828
2020-08-25,3373.578,1.833,1.249,1.135,1.1407981646502185,1.5072,2.776,1.2041,1.5836,0.5779,1.182795698924731
2020-08-26,3329.739,1.8118,1.249,1.118,1.140860058934339,1.5053,2.83,1.206,1.5509,0.5783,1.1966845878136199
2020-08-27,3350.113,1.8196,1.249,1.123,1.1409219565765487,1.523,2.813,1.2048,1.572,0.5715,1.193100358422939
2020-08-28,3403.807,1.8613,1.248,1.143,1.1409838575770304,1.5251,2.827,1.2087,1.5951,0.5726,1.2016129032258063
2020-08-31,3395.678,1.8502,1.249,1.137,1.1411695807299278,1.5286,2.843,1.2069,1.5971,0.5694,1.1953405017921146
2020-09-01,3410.607,1.8597,1.249,1.138,1.1412314951653186,1.546,2.882,1.2089,1.6148,0.5688,1.2208781362007168
2020-09-02,3404.802,1.8604,1.248,1.136,1.1412934129598924,1.5266,2.905,1.2081,1.6143,0.5582,1.2240143369175627
2020-09-03,3384.981,1.8503,1.248,1.131,1.1413553341138312,1.5118,2.763,1.2062,1.5991,0.5473,1.1756272401433692
2020-09-04,3355.367,1.8327,1.248,1.127,1.1414172586273172,1.5124,2.728,1.2063,1.5916,0.5365,1.1568100358422937
2020-09-07,3292.591,1.795,1.248,1.113,1.1416030523268828,1.5072,2.729,1.2063,1.5613,0.5295,1.1478494623655913
2020-09-08,3316.417,1.8052,1.248,1.12,1.1416649902803813,1.5115,2.607,1.2066,1.5699,0.5045,1.1088709677419355
2020-09-09,3254.628,1.7666,1.248,1.103,1.1417269315943388,1.5121,2.683,1.2055,1.5222,0.5106,1.1227598566308241
2020-09-10,3234.823,1.766,1.248,1.094,1.1417888762689374,1.5221,2.626,1.2052,1.4832,0.5067,1.1093189964157706
2020-09-11,3260.346,1.781,1.248,1.098,1.1418508243043595,1.5183,2.611,1.207,1.5091,0.5057,1.1155913978494623
2020-09-14,3278.814,1.7911,1.248,1.101,1.1420366885773903,1.5156,2.654,1.2082,1.5224,0.503,1.1384408602150535
2020-09-15,3295.68,1.8042,1.248,1.107,1.1420986500579298,1.521,2.687,1.2131,1.5245,0.5077,1.1532258064516128
2020-09-16,3283.924,1.7931,1.248,1.108,1.1421606149002048,1.5185,2.629,1.21,1.5165,0.5249,1.1375448028673834
2020-09-17,3270.435,1.7856,1.248,1.109,1.1422225831043975,1.5087,2.586,1.2063,1.5256,0.5351,1.1232078853046594
2020-09-18,3338.09,1.8235,1.249,1.128,1.1422845546706901,1.5145,2.55,1.2071,1.5513,0.536,1.1209677419354838
2020-09-21,3316.935,1.8061,1.249,1.122,1.1424704895439934,1.5141,2.561,1.2047,1.552,0.5202,1.1191756272401434
2020-09-22,3274.302,1.7884,1.249,1.107,1.1425324745605108,1.4791,2.616,1.2083,1.5348,0.5234,1.1303763440860215
2020-09-23,3279.711,1.7928,1.249,1.107,1.1425944629400404,1.4616,2.54,1.2101,1.5434,0.5212,1.1160394265232974
2020-09-24,3223.176,1.7602,1.249,1.087,1.1426564546827649,1.4416,2.556,1.2029,1.5103,0.5236,1.1093189964157706
2020-09-25,3219.418,1.7647,1.249,1.081,1.1427184497888665,1.458,2.617,1.1989,1.5131,0.5252,1.1241039426523296
2020-09-28,3217.535,1.7691,1.249,1.08,1.1429044552892595,1.4555,2.672,1.1955,1.4985,0.5292,1.140232974910394
2020-09-29,3224.359,1.7733,1.249,1.086,1.142966463850695,1.4719,2.659,1.1987,1.5112,0.5155,1.136200716845878
2020-09-30,3218.052,1.7723,1.249,1.082,1.14302847577642,1.4698,2.678,1.2,1.5151,0.5199,1.1447132616487454
2020-10-09,3272.076,1.807,1.249,1.103,1.1435867345311028,1.4744,2.738,1.2165,1.5673,0.5301,1.1957885304659497
2020-10-12,3358.465,1.8577,1.25,1.128,1.1437728813661683,1.4899,2.796,1.1992,1.6098,0.5123,1.2092293906810034
2020-10-13,3359.75,1.8638,1.25,1.13,1.1438349370442733,1.4826,2.801,1.2051,1.6207,0.5196,1.2155017921146953
2020-10-14,3340.778,1.853,1.25,1.129,1.1438969960892245,1.4682,2.784,1.2076,1.6213,0.5279,1.2101254480286738
2020-10-15,3332.183,1.8505,1.25,1.124,1.1439590585012043,1.4666,2.76,1.2048,1.6098,0.5251,1.1993727598566306
2020-10-16,3336.358,1.8493,1.25,1.128,1.1440211242803955,1.4724,2.747,1.2077,1.6095,0.5244,1.1975806451612903
2020-10-19,3312.667,1.8366,1.25,1.119,1.144207341823064,1.4736,2.687,1.2066,1.5943,0.5206,1.1778673835125446
2020-10-20,3328.103,1.8487,1.251,1.12,1.1442694210729278,1.4624,2.693,1.208,1.6147,0.5221,1.1890681003584227
2020-10-21,3325.025,1.8467,1.251,1.116,1.1443315036909165,1.4728,2.686,1.2102,1.6005,0.5119,1.1778673835125446
2020-10-22,3312.501,1.84,1.251,1.108,1.1443935896772126,1.4726,2.676,1.2037,1.5945,0.5144,1.1648745519713262
2020-10-23,3277.997,1.8187,1.251,1.1,1.1444556790319993,1.4677,2.687,1.2084,1.5721,0.51,1.1635304659498207
2020-10-26,3251.119,1.8106,1.252,1.099,1.1446419673091295,1.4612,2.646,1.2084,1.591,0.4951,1.1559139784946235
2020-10-27,3254.316,1.8122,1.252,1.096,1.1447040701397053,1.4723,2.676,1.2051,1.5927,0.5038,1.1711469534050178
2020-10-28,3269.238,1.8246,1.252,1.096,1.1447661763396857,1.4745,2.579,1.2094,1.5905,0.4865,1.157706093189964
2020-10-29,3272.727,1.839,1.252,1.101,1.1448282859092531,1.4557,2.629,1.2113,1.6069,0.473,1.1774193548387095
