版本,CAGR,MaxDD,Calmar,Sharpe
ENS_T40_S123_ONLY_S123_2023起,0.10802218126588503,-0.30690372844179586,0.3519741563986806,0.6109541802602512
ENH_T40_S123_ONLY_S123_2023起,0.06126742626754611,-0.35137645225385156,0.17436406367071933,0.3963116108625238
GBDT_T40_S123_ONLY_S123_2023起,0.06331873892277895,-0.33365610074648,0.18977245910188706,0.41064938939698903
